0.99996865,3.1357984E-5
0.008806485,0.9911936
1.0,3.8430965E-9
0.0052087475,0.99479127
0.9989976,0.0010024227
0.99996936,3.0642175E-5
0.9999852,1.4840704E-5
3.7370849E-6,0.9999963
9.5235024E-5,0.99990475
1.0,5.55946E-9
6.8401397E-7,0.9999993
4.2444555E-4,0.99957556
0.9657766,0.03422343
0.17089611,0.8291039
0.99999905,9.052624E-7
1.0,9.16091E-10
0.9999895,1.0548921E-5
1.0,1.8615655E-8
0.0010786611,0.9989214
5.33514E-10,1.0
2.6387925E-8,1.0
1.1406375E-5,0.99998856
6.061344E-11,1.0
0.9645109,0.035489097
1.0,1.5760841E-10
0.9999943,5.730893E-6
7.8701254E-5,0.9999213
8.795041E-7,0.99999917
1.0,4.8285416E-12
0.062352985,0.937647
5.900491E-8,1.0
0.0023504202,0.9976496
1.0,3.2297876E-8
0.79354817,0.2064518
5.341965E-6,0.99999464
0.8940364,0.1059636
0.9999994,6.4461994E-7
1.0,2.302838E-12
1.0,4.2950346E-9
0.9999981,1.9449037E-6
1.5715656E-7,0.9999999
0.99999833,1.7187454E-6
1.0,1.532835E-10
1.0,9.146121E-14
1.0,4.9921372E-8
0.9769199,0.023080124
0.0921153,0.9078847
1.0,3.063795E-10
0.99999535,4.596921E-6
0.99999785,2.129052E-6
0.8729753,0.12702475
1.0,9.8863975E-9
0.027064806,0.97293514
8.120263E-5,0.9999188
0.97534925,0.024650795
1.0,6.2625877E-10
0.9996624,3.3756145E-4
4.4952844E-6,0.99999547
0.3349834,0.66501653
0.99430096,0.0056990343
3.8138296E-5,0.99996185
9.0257545E-6,0.99999094
1.0,1.7525354E-8
