0.99936956,6.304438E-4
0.7285407,0.27145928
5.2849637E-6,0.99999475
0.9998723,1.2765238E-4
0.9452288,0.05477116
0.9979724,0.0020275426
0.99980813,1.9187079E-4
0.99998355,1.6393675E-5
0.99997914,2.0898702E-5
0.018563297,0.98143667
0.002511461,0.9974885
0.8754906,0.1245094
0.97286224,0.027137728
2.344649E-4,0.9997656
1.7135261E-4,0.9998286
0.2908325,0.70916754
0.036775883,0.9632241
0.0017533738,0.99824667
0.99944896,5.509825E-4
0.99991727,8.269801E-5
2.7272294E-4,0.9997273
0.9428052,0.05719482
0.8064972,0.19350284
0.9560273,0.043972734
0.9999933,6.6771227E-6
0.9997671,2.3288126E-4
1.547388E-5,0.9999845
6.511596E-4,0.9993488
3.6073634E-6,0.9999964
0.9999888,1.1234659E-5
0.005005888,0.9949941
1.9459818E-5,0.99998057
0.9999933,6.671852E-6
0.99997604,2.4014944E-5
0.9999956,4.394641E-6
0.15803875,0.84196126
1.3199553E-4,0.99986804
0.9992136,7.863584E-4
0.0021492827,0.9978508
0.35802755,0.6419725
0.9999572,4.283423E-5
0.9817738,0.01822621
0.9997129,2.8706336E-4
0.9999763,2.3772545E-5
0.9998957,1.0426223E-4
0.7578374,0.24216259
0.014906706,0.98509324
0.43291306,0.56708694
0.106495015,0.893505
0.18575588,0.81424415
0.9999964,3.5439896E-6
2.662275E-4,0.99973375
0.0025901243,0.9974099
0.9964394,0.0035606036
0.99357635,0.006423649
0.00865287,0.99134713
0.99988663,1.1330653E-4
0.24306689,0.7569331
0.009286062,0.99071395
0.12088938,0.87911063
2.7598944E-4,0.999724
0.99551696,0.0044831126
6.4835785E-4,0.9993517
0.9994815,5.185387E-4
3.0643292E-4,0.99969363
0.15835676,0.8416433
0.03077654,0.9692235
3.3010426E-4,0.9996699
0.9901709,0.009829053
0.9826878,0.017312253
0.47696,0.52304006
0.9999844,1.5580465E-5
0.18413013,0.8158699
0.27642792,0.723572
0.22885376,0.7711463
0.9995901,4.098981E-4
0.026834374,0.97316563
0.99998975,1.02881695E-5
6.901188E-7,0.9999993
0.99556917,0.004430836
0.40269434,0.59730566
0.9970944,0.0029055672
0.8434335,0.15656656
0.9999039,9.604506E-5
0.8171493,0.1828507
0.9596344,0.040365566
0.9743509,0.02564902
6.7347806E-4,0.9993266
0.06785202,0.93214804
0.9994473,5.526917E-4
0.9613322,0.038667735
0.52362734,0.4763727
0.001444601,0.99855536
0.9998424,1.5751508E-4
0.9994592,5.4081646E-4
